CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012181012,2499-17,STOLEN VEHICLE,10/16/2012 02:30:00 AM,10/16/2012 02:30:00 AM,3,"2400 S LAKE ST
Salt lake City, Utah
(40.71823255400045, -111.86986456399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012196046,2408-0,STOLEN VEHICLE,11/11/2012 01:14:00 AM,11/11/2012 01:14:00 AM,1,"200 S 700 E
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201234040,2499-13,STOLEN VEHICLE,02/28/2012 06:22:00 PM,02/28/2012 06:22:00 PM,3,"500 E KENSINGTON AVE
Salt lake City, Utah
(40.73673492000046, -111.8766385399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012213908,2499-13,STOLEN VEHICLE,12/15/2012 12:28:00 PM,12/15/2012 12:00:00 AM,7,"700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77162788600049, -111.91150595399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012102237,2499-17,STOLEN VEHICLE,06/17/2012 05:11:00 PM,06/17/2012 04:00:00 PM,1,"600 E 900 S
Salt lake City, Utah
(40.7497552100005, -111.8737996109997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124338,2499-13,STOLEN VEHICLE,07/19/2012 10:01:00 PM,07/18/2012 10:01:00 PM,4,"100 S 900 E
Salt lake City, Utah
(40.76709085600049, -111.86535460899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201280618,2499-14,STOLEN VEHICLE,05/14/2012 03:43:00 PM,05/14/2012 03:43:00 PM,2,"1100 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85927032599972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012125321,2404-44,STOLEN VEHICLE,07/21/2012 06:02:00 AM,07/21/2012 05:45:00 AM,7,"1500 E KENSINGTON AVE
Salt lake City, Utah
(40.73623764400048, -111.84784306899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012145211,2499-14,STOLEN VEHICLE,08/20/2012 06:43:00 AM,08/20/2012 06:23:00 AM,2,"100 W 600 S
Salt lake City, Utah
(40.75632706100049, -111.89405821499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201222113,2499-14,STOLEN VEHICLE,02/08/2012 11:20:00 AM,02/08/2012 11:20:00 AM,4,"1200 S 4800 W
Salt lake City, Utah
(40.744780698000454, -112.0059033769997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012128811,2499-13,STOLEN VEHICLE,07/26/2012 09:50:00 AM,07/26/2012 09:50:00 AM,5,"2100 S 700 E
Salt lake City, Utah
(40.725352570000496, -111.87125125399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012136255,2499-17,STOLEN VEHICLE,08/06/2012 04:56:00 PM,08/06/2012 04:00:00 AM,2,"900 W 900 S
Salt lake City, Utah
(40.74984096600048, -111.91694088699967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012183999,2499-13,STOLEN VEHICLE,10/21/2012 12:33:00 AM,10/19/2012 11:10:00 PM,6,"1000 E LINDEN AVE
Salt lake City, Utah
(40.76201569600045, -111.86233070599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012107951,2499-14,STOLEN VEHICLE,06/26/2012 01:50:00 AM,06/26/2012 01:50:00 AM,3,"1300 S MAJOR ST
Salt lake City, Utah
(40.741512017000446, -111.88967416499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012113579,2499-13,STOLEN VEHICLE,07/04/2012 03:03:00 AM,07/04/2012 03:03:00 AM,4,"100 N B ST
Salt lake City, Utah
(40.77180091000048, -111.8820135629997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012115556,2499-13,STOLEN VEHICLE,07/06/2012 05:49:00 PM,07/06/2012 04:23:00 PM,6,"1000 S MAIN ST
Salt lake City, Utah
(40.74728530800047, -111.89109220399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012109408,2404-44,STOLEN VEHICLE,06/28/2012 08:36:00 AM,06/28/2012 08:36:00 AM,5,"3000 W 500 S
Salt lake City, Utah
(40.75845664800045, -111.96302659599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201297097,2499-17,STOLEN VEHICLE,06/09/2012 10:55:00 AM,06/07/2012 05:00:00 PM,5,"600 E 400 S
Salt lake City, Utah
(40.76052489300048, -111.87375096899967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124878,2499-13,STOLEN VEHICLE,07/20/2012 04:17:00 PM,07/20/2012 04:17:00 PM,6,"100 N REDWOOD RD
Salt lake City, Utah
(40.77173005500049, -111.93923315599972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201292923,2499-14,STOLEN VEHICLE,06/02/2012 10:31:00 PM,06/02/2012 10:31:00 PM,7,"600 W 500 N
Salt lake City, Utah
(40.780227235000496, -111.90836647799966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012107745,2404-44,STOLEN VEHICLE,06/25/2012 06:02:00 PM,05/30/2012 12:00:00 AM,4,"2200 S FOOTHILL DR
Salt lake City, Utah
(40.72348132200045, -111.81333692699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012120572,2499-13,STOLEN VEHICLE,07/14/2012 05:39:00 AM,07/14/2012 05:39:00 AM,7,"1200 N REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012158997,2499-17,STOLEN VEHICLE,09/09/2012 09:46:00 PM,09/09/2012 06:30:00 PM,1,"2600 S 2000 E
Salt lake City, Utah
(40.715355574000455, -111.8340708939997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126199,2499-13,STOLEN VEHICLE,07/22/2012 03:15:00 PM,07/22/2012 03:15:00 PM,1,"300 S 1000 E
Salt lake City, Utah
(40.76275092300045, -111.86248462899971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201287607,2499-13,STOLEN VEHICLE,05/25/2012 12:09:00 PM,05/25/2012 09:00:00 AM,6,"1500 E BLAINE AVE
Salt lake City, Utah
(40.73164247900047, -111.8478757049997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012220502,2499-17,STOLEN VEHICLE,12/29/2012 12:08:00 PM,12/26/2012 09:00:00 PM,4,"00 W NORTH TEMPLE ST
Salt lake City, Utah
(40.7713830510005, -111.97038851799971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212278,2499-17,STOLEN VEHICLE,12/12/2012 08:38:00 AM,12/12/2012 08:00:00 AM,4,"800 S PARK ST
Salt lake City, Utah
(40.75189252400048, -111.8753849689997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012156984,2411-0,STOLEN VEHICLE,09/06/2012 09:00:00 PM,09/06/2012 06:45:00 PM,5,"200 S NAVAJO ST
Salt lake City, Utah
(40.76440256300049, -111.92953459999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012205330,2499-17,STOLEN VEHICLE,11/29/2012 07:24:00 AM,11/29/2012 07:15:00 AM,5,"900 E LAIRD AVE
Salt lake City, Utah
(40.742877500000475, -111.86520863799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201271058,2499-13,STOLEN VEHICLE,04/29/2012 01:57:00 AM,04/28/2012 09:00:00 PM,7,"300 S 600 W
Salt lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012135866,2499-17,STOLEN VEHICLE,08/06/2012 02:34:00 AM,08/06/2012 02:34:00 AM,2,"2700 S DEARBORN ST
Salt lake City, Utah
(40.71262081800046, -111.84903364499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012157814,2499-13,STOLEN VEHICLE,09/08/2012 01:18:00 AM,09/08/2012 01:18:00 AM,7,"800 N 900 W
Salt lake City, Utah
(40.78671139400046, -111.91681206699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012195575,2499-17,STOLEN VEHICLE,11/10/2012 11:15:00 AM,11/09/2012 04:00:00 PM,6,"1600 W TURIN DR
Salt lake City, Utah
(40.7902789420005, -111.93729766599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201234039,2411-0,STOLEN VEHICLE,02/28/2012 07:40:00 PM,02/28/2012 06:16:00 PM,3,"1000 W 400 N
Salt lake City, Utah
(40.77804771700045, -111.91981865199966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201292040,2499-15,STOLEN VEHICLE,06/01/2012 04:38:00 PM,06/01/2012 04:38:00 PM,6,"1100 E HARVARD AVE
Salt lake City, Utah
(40.74470901900048, -111.85944380899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012159668,2499-13,STOLEN VEHICLE,09/11/2012 12:42:00 AM,09/10/2012 10:00:00 PM,2,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012169741,2499-13,STOLEN VEHICLE,09/27/2012 09:58:00 AM,09/27/2012 09:30:00 AM,5,"800 S 400 W
Salt lake City, Utah
(40.75186161100049, -111.90262453799971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012133319,2499-13,STOLEN VEHICLE,08/02/2012 02:55:00 AM,08/02/2012 02:55:00 AM,5,"1400 W 1700 S
Salt lake City, Utah
(40.73319851400049, -111.93152071099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201297742,2499-15,STOLEN VEHICLE,06/10/2012 01:15:00 PM,06/10/2012 01:15:00 PM,1,"SKYLINE DR / FOOTHILL DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012142565,2499-13,STOLEN VEHICLE,08/16/2012 07:02:00 AM,08/16/2012 02:00:00 AM,5,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012137973,2499-17,STOLEN VEHICLE,08/09/2012 10:31:00 AM,08/04/2012 06:00:00 PM,7,"00 E 900 S
Salt lake City, Utah
(40.74979030600048, -111.88389362399971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012107275,2499-15,STOLEN VEHICLE,06/25/2012 02:29:00 AM,06/25/2012 02:29:00 AM,2,"600 N 3875 W
Salt lake City, Utah
(40.687513459000456, -111.96299088999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201284828,2499-17,STOLEN VEHICLE,05/21/2012 07:10:00 AM,05/21/2012 07:10:00 AM,2,"1400 W PACIFIC AVE
Salt lake City, Utah
(40.75959271300047, -111.93133080899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012142142,2499-13,STOLEN VEHICLE,08/15/2012 02:22:00 PM,08/15/2012 02:22:00 PM,4,"200 S MONTGOMERY ST
Salt lake City, Utah
(40.76437267600045, -111.93605600499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012215999,2499-13,STOLEN VEHICLE,12/19/2012 02:37:00 PM,12/18/2012 09:00:00 PM,3,"1800 S YUMA ST
Salt lake City, Utah
(40.73119123900045, -111.83223665199966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201271605,2499-17,STOLEN VEHICLE,04/30/2012 07:38:00 AM,04/30/2012 07:38:00 AM,2,"1900 S 800 E
Salt lake City, Utah
(40.72875373900047, -111.86820663599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012139440,2499-17,STOLEN VEHICLE,08/11/2012 12:37:00 PM,08/11/2012 12:37:00 PM,7,"1900 S DOUGLAS ST
Salt lake City, Utah
(40.72882099500049, -111.85536640599969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012137113,2411-0,STOLEN VEHICLE,08/07/2012 11:47:00 PM,08/07/2012 11:47:00 PM,3,"600 S WEST TEMPLE ST
Salt lake City, Utah
(40.75621014900048, -111.89397510799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012199894,2499-13,STOLEN VEHICLE,11/18/2012 09:53:00 AM,11/18/2012 02:00:00 AM,1,"300 N CENTER ST
Salt lake City, Utah
(40.77605542000049, -111.89253340999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124906,2499-13,STOLEN VEHICLE,07/20/2012 05:08:00 PM,07/20/2012 05:08:00 PM,6,"900 S LINCOLN ST
Salt lake City, Utah
(40.7497003740005, -111.86391500099967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012220890,2499-17,STOLEN VEHICLE,12/30/2012 01:47:00 AM,12/29/2012 10:00:00 PM,7,"4 N REDWOOD RD
Salt lake City, Utah
(40.769544236000456, -111.93918329399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012185375,2499-17,STOLEN VEHICLE,10/23/2012 05:07:00 PM,10/23/2012 10:00:00 AM,3,"200 S FOSS ST
Salt lake City, Utah
(40.76487192500048, -111.9348839059997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201258320,2499-13,STOLEN VEHICLE,04/09/2012 09:24:00 AM,03/30/2012 09:24:00 AM,6,"800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012171046,2499-13,STOLEN VEHICLE,09/29/2012 05:47:00 AM,09/29/2012 05:47:00 AM,7,"900 W STERLING DR
Salt lake City, Utah
(40.78958659700049, -111.91802574999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201226863,2499-17,STOLEN VEHICLE,02/16/2012 05:38:00 PM,02/16/2012 09:30:00 AM,5,"1700 S 1100 E
Salt lake City, Utah
(40.7334217020005, -111.85965569399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190646,2499-14,STOLEN VEHICLE,11/01/2012 08:39:00 PM,11/01/2012 08:39:00 PM,5,"200 S 700 E
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012139057,2499-13,STOLEN VEHICLE,08/10/2012 08:30:00 PM,08/10/2012 08:30:00 PM,6,"1400 S 1000 W
Salt lake City, Utah
(40.73917079100045, -111.9191163969997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012110531,2499-13,STOLEN VEHICLE,06/29/2012 06:00:00 PM,06/28/2012 06:30:00 PM,5,"1400 S 200 E
Salt lake City, Utah
(40.73928845100045, -111.88541496799968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012215821,2499-13,STOLEN VEHICLE,12/19/2012 08:43:00 AM,12/18/2012 10:00:00 PM,3,"1800 S 1600 E
Salt lake City, Utah
(40.73122954100046, -111.8451471679997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201225014,2499-17,STOLEN VEHICLE,02/13/2012 08:31:00 AM,02/13/2012 08:05:00 AM,2,"500 E 2700 S
Salt lake City, Utah
(40.712634652000474, -111.8767496209997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201223283,2499-17,STOLEN VEHICLE,02/10/2012 08:38:00 AM,02/10/2012 08:38:00 AM,6,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012192240,2499-13,STOLEN VEHICLE,11/04/2012 01:06:00 PM,11/04/2012 01:06:00 PM,1,"2200 S GREEN ST
Salt lake City, Utah
(40.7220939340005, -111.87253406499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012142794,2499-14,STOLEN VEHICLE,08/16/2012 01:45:00 PM,08/16/2012 01:45:00 PM,5,"1200 S REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012153958,2499-17,STOLEN VEHICLE,09/02/2012 01:49:00 AM,09/01/2012 04:00:00 PM,7,"1800 W 700 N
Salt lake City, Utah
(40.784788506000496, -111.94227183899972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012176925,2499-13,STOLEN VEHICLE,10/09/2012 06:09:00 AM,10/09/2012 06:09:00 AM,3,"700 S POST ST
Salt lake City, Utah
(40.75400036800045, -111.91825169699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20125099,2499-13,STOLEN VEHICLE,01/10/2012 12:06:00 PM,01/10/2012 12:06:00 PM,3,"500 E WILSON AVE
Salt lake City, Utah
(40.73181494700049, -111.87664740499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012181448,2404-0,STOLEN VEHICLE,10/16/2012 05:58:00 PM,10/16/2012 05:58:00 PM,3,"1900 S 2100 E
Salt lake City, Utah
(40.72898001100049, -111.83084700099971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149742,2499-14,STOLEN VEHICLE,08/26/2012 07:00:00 PM,08/26/2012 07:00:00 PM,1,"1600 W SNOW QUEEN PL
Salt lake City, Utah
(40.73387940800046, -111.9352435779997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012172307,2499-13,STOLEN VEHICLE,10/01/2012 09:19:00 AM,10/01/2012 09:00:00 AM,2,"100 E 1ST AVE
Salt lake City, Utah
(40.77053703700045, -111.88813908199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012171363,2499-13,STOLEN VEHICLE,09/29/2012 05:56:00 PM,09/29/2012 05:56:00 PM,7,"600 N AMERICAN BEAUTY DR
Salt lake City, Utah
(40.78249111100047, -111.91967282699972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012142623,2499-14,STOLEN VEHICLE,08/16/2012 10:43:00 AM,08/16/2012 10:43:00 AM,5,"1400 N MORTON DR
Salt lake City, Utah
(40.80016050100045, -111.94717329499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201255505,2499-14,STOLEN VEHICLE,04/04/2012 09:59:00 AM,04/04/2012 09:59:00 AM,4,"00 N TOMMY THOMPSON RD
Salt lake City, Utah
(40.771803340000474, -112.00341224699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012184622,2404-0,STOLEN VEHICLE,10/22/2012 06:30:00 AM,10/21/2012 01:10:00 AM,1,"4100 W 2100 S
Salt lake City, Utah
(40.726251351000485, -111.9910068419997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201278311,2499-13,STOLEN VEHICLE,05/10/2012 04:29:00 PM,05/10/2012 04:29:00 PM,5,"800 W 600 S
Salt lake City, Utah
(40.75630722000045, -111.91426589499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201284462,2499-13,STOLEN VEHICLE,05/20/2012 02:42:00 PM,05/20/2012 02:00:00 AM,1,"800 E LOGAN AVE
Salt lake City, Utah
(40.73445428500048, -111.86806955499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149594,2499-13,STOLEN VEHICLE,08/26/2012 01:42:00 PM,08/26/2012 01:42:00 PM,1,"500 S 1000 E
Salt lake City, Utah
(40.758393456000476, -111.86259575999969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20127667,2499-13,STOLEN VEHICLE,01/14/2012 01:21:00 AM,01/14/2012 01:21:00 AM,7,"600 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.9083753109997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012121326,2499-13,STOLEN VEHICLE,07/15/2012 08:28:00 AM,07/15/2012 08:28:00 AM,1,"200 S 900 E
Salt lake City, Utah
(40.76489483300048, -111.86536546199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012166037,2499-13,STOLEN VEHICLE,09/21/2012 10:57:00 AM,09/19/2012 08:00:00 PM,4,"400 S 900 W
Salt lake City, Utah
(40.76041629600047, -111.91686560499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012132052,2499-13,STOLEN VEHICLE,07/31/2012 08:36:00 AM,07/30/2012 11:00:00 PM,2,"1800 W LIVINGSTON AVE
Salt lake City, Utah
(40.791608270000495, -111.94289261599971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201220541,2499-16,STOLEN VEHICLE,02/05/2012 12:36:00 PM,02/05/2012 12:36:00 PM,1,"200 N SUN ARBOR TE
Salt lake City, Utah
(40.773896083000466, -111.94366229199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012170379,2499-15,STOLEN VEHICLE,09/28/2012 08:04:00 AM,09/28/2012 07:40:00 AM,6,"2400 S HIGHLAND DR
Salt lake City, Utah
(40.71932874400045, -111.85724641599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012206471,2499-15,STOLEN VEHICLE,12/01/2012 12:52:00 AM,12/01/2012 12:52:00 AM,7,"1900 S 1300 E
Salt lake City, Utah
(40.728804323000475, -111.85395547699972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012195259,2499-13,STOLEN VEHICLE,11/09/2012 06:37:00 PM,11/09/2012 06:37:00 PM,6,"300 E 800 S
Salt lake City, Utah
(40.75194653700049, -111.88240874199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012215498,2499-16,STOLEN VEHICLE,12/18/2012 02:30:00 PM,12/18/2012 05:00:00 AM,3,"1700 S 700 W
Salt lake City, Utah
(40.733443845000465, -111.91118477599969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012150066,2499-13,STOLEN VEHICLE,08/27/2012 10:46:00 AM,08/27/2012 10:46:00 AM,2,"1200 W 1100 N
Salt lake City, Utah
(40.792821596000465, -111.9263161929997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012189725,2499-14,STOLEN VEHICLE,10/31/2012 01:23:00 PM,10/31/2012 01:23:00 PM,4,"400 N REDWOOD RD
Salt lake City, Utah
(40.77823088400049, -111.93937004599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012210586,2499-14,STOLEN VEHICLE,12/08/2012 05:32:00 PM,12/08/2012 05:32:00 PM,7,"900 W 100 S
Salt lake City, Utah
(40.76719845600047, -111.91696658899968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012131500,2404-64,STOLEN VEHICLE,07/30/2012 12:33:00 PM,07/30/2012 05:53:00 AM,2,"1400 S 4800 W
Salt lake City, Utah
(40.74011216300045, -112.0057983529997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012121346,2499-14,STOLEN VEHICLE,07/15/2012 10:27:00 AM,07/15/2012 09:42:00 AM,1,"100 W GIRARD AVE
Salt lake City, Utah
(40.78133876800047, -111.89374826999972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126035,2499-13,STOLEN VEHICLE,07/22/2012 08:28:00 AM,07/22/2012 01:00:00 AM,1,"00 S 900 E
Salt lake City, Utah
(40.68069592000046, -111.86554890199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012191461,2499-13,STOLEN VEHICLE,11/03/2012 04:03:00 AM,11/02/2012 06:00:00 PM,6,"700 S STATE ST
Salt lake City, Utah
(40.75408008000045, -111.8882624469997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
