"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"XML","NORTH SALT LAKE",2006-06-20,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",2006,6
"Paper","SALT LAKE CY",1978-03-15,"CORROSIVE MATERIAL",0,0,0,0,"NEW YORK","Highway","No","No",1978,3
"Paper","NORTH SALT LAKE",2000-05-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",2000,5
"XML","Salt Lake City",2011-05-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","No",2011,5
"Paper","SALT LAKE CITY",2010-01-19,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",2010,1
"Paper","WEST VALLEY CITY",2002-02-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,410,"CALIFORNIA","Highway","No","No",2002,2
"Paper","SALT LAKE CY",1975-09-08,"CORROSIVE MATERIAL",0,0,0,0,"MONTANA","Highway","No","No",1975,9
"Paper","SALT LAKE CY",1977-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",1977,10
"Paper","NORTH SALT LAKE",1999-07-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,7
"Paper","OREM",1997-03-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,60,"ILLINOIS","Highway","No","No",1997,3
"Paper","SALT LAKE CITY",1997-05-22,"CORROSIVE MATERIAL",0,0,0,200,"OHIO","Highway","No","No",1997,5
"Paper","DUCHESNE",1978-02-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1978,2
"Paper","NORTH SALT LAKE",1999-07-21,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",1999,7
"Paper","SALT LAKE CITY",2006-07-03,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2006,7
"Paper","WEST VALLEY CITY",1998-02-19,"CORROSIVE MATERIAL",0,0,0,349,"IOWA","Highway","No","No",1998,2
"Paper","NORTH SALT LAKE",2001-03-01,"CORROSIVE MATERIAL",0,0,0,125,"PENNSYLVANIA","Highway","No","No",2001,3
"Paper","SALT LAKE CITY",2012-10-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2012,10
"Paper","LAKEPOINT",1978-10-10,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1978,10
"XML","N Salt Lake",2014-07-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2014,7
"Paper","SALT LAKE CY",1979-03-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","Yes",1979,3
"Paper","WEST VALLEY CITY",1999-04-10,"CORROSIVE MATERIAL",0,0,0,388,"NEW YORK","Highway","No","No",1999,4
"XML","N SALT LAKE",2013-11-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2013,11
"Paper","WEST VALLEY CITY",2005-03-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2005,3
"Paper","SALT LAKE CITY",2012-08-28,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Air","No","No",2012,8
"Paper","SALT LAKE CITY",2012-07-23,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",2012,7
"Paper","SALT LAKE CITY",1986-11-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1986,11
"Web","SALT LAKE CITY",2013-04-18,"POISONOUS MATERIALS",0,0,0,0,"SOUTH CAROLINA","Highway","No","No",2013,4
"Paper","NORTH SALT LAKE",2001-05-10,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,5
"XML","SALT LAKE CITY",2012-11-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,11
"Paper","SALT LAKE CITY",1994-07-29,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1994,7
"Paper","SALT LAKE",2013-09-20,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2013,9
"Paper","SALT LAKE CITY",1984-09-14,"OXIDIZER",0,0,0,0,"ILLINOIS","Highway","No","No",1984,9
"XML","N Salt Lake",2013-05-16,"ORGANIC PEROXIDE",0,0,0,0,"ARKANSAS","Highway","No","No",2013,5
"Paper","SALT LAKE CY",1975-07-13,"OXIDIZER",0,0,0,0,"PENNSYLVANIA","Highway","No","No",1975,7
"Web","SALT LAKE CITY",2011-09-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ALABAMA","Highway","No","No",2011,9
"Paper","SALT LAKE CITY",2006-05-15,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,5
"XML","N SALT LAKE",2012-07-14,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2012,7
"XML","N Salt Lake",2012-11-27,"CORROSIVE MATERIAL",0,0,0,0,"ARKANSAS","Highway","No","No",2012,11
"Paper","WEST VALLEY CITY",2007-03-12,"CORROSIVE MATERIAL",0,0,0,0,"OHIO","Highway","No","No",2007,3
"Paper","SALT LAKE CY",1979-03-12,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Highway","No","No",1979,3
"Web","SALT LAKE CITY",2006-11-26,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,11
"Paper","WEST VALLEY CITY",2007-12-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2007,12
"Paper","SALT LAKE CY",1979-08-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"DELAWARE","Highway","No","No",1979,8
"XML","N SALT LAKE",2009-04-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2009,4
"Paper","SALT LAKE CITY",2011-08-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1300,"WEST VIRGINIA","Highway","No","No",2011,8
"Paper","SALT LAKE CITY",2005-07-14,"OXIDIZER",0,0,0,0,"MASSACHUSETTS","Highway","No","No",2005,7
"Paper","SALT LAKE CITY",2006-08-31,"OTHER REGULATED MATERIAL CLASS D",0,0,0,0,"UTAH","Highway","No","No",2006,8
"Paper","SALT LAKE CITY",2002-12-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"MICHIGAN","Highway","No","No",2002,12
"Paper","SALT LAKE CITY",2005-08-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2005,8
"Paper","N SALT LK CY",1978-08-26,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1978,8
"Paper","SALT LAKE CITY",2009-07-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2009,7
"Paper","SALT LAKE CITY",2005-10-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MARYLAND","Highway","No","No",2005,10
"Paper","SALT LAKE CITY",1996-04-12,"CORROSIVE MATERIAL",0,0,0,155,"NEW JERSEY","Highway","No","No",1996,4
"Paper","SALT LAKE CITY",1987-04-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1987,4
"XML","SALT LAKE CITY",2006-02-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",2006,2
"Paper","SALT LAKE CITY",1997-01-24,"CORROSIVE MATERIAL",0,0,0,150,"WISCONSIN","Highway","No","No",1997,1
"Paper","WEST VALLEY CITY",1995-03-24,"OXIDIZER",0,0,0,490,"MINNESOTA","Highway","No","No",1995,3
"Paper","OGDEN",1999-09-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Rail","No","No",1999,9
"Paper","SALT LAKE CITY",1994-08-23,"POISONOUS MATERIALS",0,0,0,450,"UTAH","Highway","No","No",1994,8
"Paper","OREM",2014-05-07,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",2014,5
"Paper","SALT LAKE CITY",2011-06-21,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"CALIFORNIA","Highway","No","No",2011,6
"Paper","WEST VALLEY CITY",2005-03-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MASSACHUSETTS","Highway","No","No",2005,3
"Paper","SALT LAKE CITY",1997-12-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1997,12
"Paper","SALT LAKE CITY",2009-08-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2009,8
"Paper","SALT LAKE CITY",2012-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2012,8
"Paper","SALT LAKE CITY",1997-12-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,300,"ILLINOIS","Highway","No","No",1997,12
"Paper","WOODS CROSS",1995-12-31,"FLAMMABLE GAS",0,1,0,0,"UTAH","Highway","Yes","Yes",1995,12
"XML","Salt Lake City",2013-11-13,"CORROSIVE MATERIAL",0,0,0,0,"IDAHO","Rail","No","No",2013,11
"Paper","SALT LAKE CITY",1982-11-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1982,11
"Paper","SALT LAKE CITY",1999-06-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",1999,6
"Paper","SALT LAKE CITY",1971-05-15,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1971,5
"Web","SALT LAKE CITY",2011-06-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW YORK","Highway","No","No",2011,6
"Paper","SALT LAKE CITY",1996-09-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,175,"PENNSYLVANIA","Highway","No","No",1996,9
"Paper","SALT LAKE CY",1976-09-02,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1976,9
"Paper","SALT LAKE CITY",2012-01-14,"CORROSIVE MATERIAL",0,0,0,800,"MICHIGAN","Highway","No","No",2012,1
"Paper","SALT LAKE CITY",2000-06-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Air","No","No",2000,6
"XML","Salt Lake City",2012-02-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2012,2
"Paper","SALT LAKE CITY",2001-07-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2001,7
"Paper","SALT LAKE CITY",1987-07-08,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",1987,7
"Paper","SALT LAKE CITY",2003-08-13,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Rail","No","No",2003,8
"XML","N Salt Lake",2012-06-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2012,6
"Paper","SALT LAKE CY",1977-09-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",1977,9
"Paper","SALT LAKE CITY",1995-08-17,"CORROSIVE MATERIAL",0,0,0,105,"ILLINOIS","Highway","No","No",1995,8
"Web","SALT LAKE CITY",2007-10-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2007,10
"Paper","SALT LAKE CITY",2006-03-22,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",2006,3
"Paper","BOUNTIFUL",2011-08-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,111649,"UTAH","Highway","No","Yes",2011,8
"Paper","SALT LAKE CITY",2014-02-28,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"VIRGINIA","Highway","No","No",2014,2
"Paper","SALT LAKE CITY",1972-08-22,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1972,8
"Paper","SALT LAKE CITY",2002-09-26,"CORROSIVE MATERIAL",0,0,0,1260,"CALIFORNIA","Highway","No","No",2002,9
"Paper","SALT LAKE CITY",1999-01-15,"POISONOUS MATERIALS",0,0,0,200,"COLORADO","Highway","No","No",1999,1
"Web","BALLARD",2006-07-13,"COMBUSTIBLE LIQUID",0,0,0,28631,"UTAH","Highway","No","Yes",2006,7
"Paper","WEST VALLEY CITY",1994-11-04,"CORROSIVE MATERIAL",0,0,0,75,"CALIFORNIA","Highway","No","No",1994,11
"Paper","SALT LAKE CY",1977-02-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",1977,2
"Paper","SALT LAKE CITY",1989-03-05,"OXIDIZER",0,0,0,0,"MICHIGAN","Highway","No","No",1989,3
"Paper","WEST VALLEY",2009-05-20,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2009,5
"Paper","WEST VALLEY CITY",1997-03-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,370,"OHIO","Highway","No","No",1997,3
"Paper","SALT LAKE CITY",2006-06-17,"OTHER REGULATED MATERIAL CLASS D",0,0,0,1500,"ARIZONA","Highway","No","No",2006,6
"Paper","SALT LAKE CITY",2007-08-10,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2007,8
"Paper","SALT LAKE CITY",1999-09-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"ARIZONA","Highway","No","No",1999,9
"Paper","WOODS CROSS",2013-01-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,26590,"UTAH","Highway","No","Yes",2013,1
"Paper","NORTH SALT LAKE",2001-09-13,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2001,9
"Paper","SALT LAKE CY",1979-02-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",1979,2
"Web","WEST VALLEY CITY",2013-04-17,"CORROSIVE MATERIAL",0,0,0,12500,"UTAH","Highway","No","No",2013,4
"Paper","SALT LAKE CITY",1996-06-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,420,"UTAH","Highway","No","No",1996,6
"Paper","ROOSEVELT",1974-03-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,1,0,"UTAH","Highway","No","No",1974,3
"Paper","SALT LAKE CITY",1992-01-16,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,1500,"MISSOURI","Rail","No","Yes",1992,1
"Paper","N SALT LK CY",1980-06-22,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1980,6
"Paper","SALT LAKE CITY",2012-09-10,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Highway","No","No",2012,9
"Paper","SALT LAKE CY",1975-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",1975,8
"Paper","SALT LAKE CITY",2004-04-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,300,"NEVADA","Highway","No","No",2004,4
"Paper","NORTH SALT LAKE",2001-09-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"NEW JERSEY","Highway","No","No",2001,9
"Paper","SALT LAKE CITY",1987-10-07,"OXIDIZER",0,0,0,0,"CONNECTICUT","Highway","No","No",1987,10
"Paper","WEST VALLEY CITY",2002-10-28,"CORROSIVE MATERIAL",0,0,0,5,"COLORADO","Highway","No","No",2002,10
"Paper","SALT LAKE CITY",1998-07-20,"RADIOACTIVE MATERIAL",0,0,0,0,"NEW JERSEY","Rail","No","No",1998,7
"Paper","SALT LAKE CITY",1991-02-13,"COMBUSTIBLE LIQUID",0,0,0,30100,"UTAH","Highway","No","Yes",1991,2
"XML","N Salt Lake",2014-03-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2014,3
"Paper","SALT LAKE CITY",1973-09-19,"CORROSIVE MATERIAL",0,0,0,0,"OREGON","Highway","No","No",1973,9
"Web","SALT LAKE CITY",2010-06-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2010,6
"Paper","SALT LAKE CITY",1989-11-18,"FLAMMABLE SOLID (PRE 1991)",0,0,0,0,"OHIO","Highway","No","No",1989,11
"Paper","SALT LAKE CITY",1997-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"COLORADO","Highway","No","No",1997,10
"Paper","WEST VALLEY CITY",2005-09-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,900,"NEW JERSEY","Highway","No","No",2005,9
"Paper","NORTH SALT LAKE",2000-07-17,"CORROSIVE MATERIAL",0,0,0,125,"UTAH","Highway","No","No",2000,7
"Paper","SALT LAKE CY",1978-06-04,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1978,6
"Paper","SALT LAKE CITY",2007-06-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2007,6
"Paper","NORTH SALT LAKE",1999-09-29,"CORROSIVE MATERIAL",0,0,0,125,"TEXAS","Highway","No","No",1999,9
"XML","NORTH SALT LAKE",2008-02-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2008,2
"XML","N Salt Lake",2012-06-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2012,6
"Paper","SALT LAKE CITY",1999-10-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",1999,10
"Paper","OGDEN",2007-09-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Rail","No","No",2007,9
"Paper","SALT LAKE CY",1977-01-07,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,1
"Paper","SALT LAKE CITY",2000-06-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"CALIFORNIA","Highway","No","No",2000,6
"Paper","WEST VALLEY CITY",1998-10-27,"POISONOUS MATERIALS",0,0,0,397,"NEW JERSEY","Highway","No","No",1998,10
"Paper","OGDEN",1992-07-17,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"NEVADA","Rail","No","No",1992,7
"Paper","OREM",2013-08-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,8
"Paper","SALT LAKE CITY",2005-09-09,"CORROSIVE MATERIAL",0,0,0,1200,"TENNESSEE","Highway","No","No",2005,9
"Paper","SALT LAKE CITY",1996-10-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",1996,10
"Paper","NORTH SALT LAKE",2000-03-24,"CORROSIVE MATERIAL",0,0,0,125,"OHIO","Highway","No","No",2000,3
"Paper","SALT LAKE CITY",2001-09-18,"CORROSIVE MATERIAL",0,0,0,100,"CALIFORNIA","Highway","No","No",2001,9
"Paper","SALT LAKE CITY",1988-09-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",1988,9
"Paper","SALT LAKE CITY",1994-05-15,"POISONOUS MATERIALS",0,0,0,60,"MICHIGAN","Highway","No","No",1994,5
"Paper","NORTH SALT LAKE",2001-07-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"UTAH","Highway","No","No",2001,7
"Paper","SALT LAKE CITY",1995-09-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1995,9
"Web","SALT LAKE CITY",2010-08-28,"COMBUSTIBLE LIQUID",0,0,0,0,"VIRGINIA","Highway","No","No",2010,8
"Paper","OREM",2000-01-24,"CORROSIVE MATERIAL",0,0,0,125,"WISCONSIN","Highway","No","No",2000,1
"Paper","SALT LAKE CITY",1994-09-13,"CORROSIVE MATERIAL",0,0,0,250,NA,"Highway","No","No",1994,9
"Paper","WOODS CROSS",1989-12-11,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1989,12
"Paper","MYTON",1989-03-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1989,3
"Paper","SALT LAKE",2014-01-18,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2014,1
"Paper","WEST VALLEY",1996-03-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,335,"TEXAS","Highway","No","No",1996,3
"Paper","NORTH SALT LAKE",2001-04-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,4
"Paper","SALT LAKE CITY",1995-04-12,"POISONOUS MATERIALS",0,0,0,170,"OHIO","Highway","No","No",1995,4
"Paper","SALT LAKE CITY",2007-03-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","No",2007,3
"Paper","NORTH SALT LAKE",2001-01-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,1
"Paper","WEST VALLEY",2000-11-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,370,"NEW JERSEY","Highway","No","No",2000,11
"Paper","NORTH SALT LAKE",2003-07-01,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2003,7
"XML","NORTH SALT LAKE",2008-04-15,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,4
"Paper","SALT LAKE CITY",2006-07-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KENTUCKY","Highway","No","No",2006,7
"Paper","SALT LAKE CITY",1996-10-03,"POISONOUS MATERIALS",0,0,0,5050,"OHIO","Highway","No","No",1996,10
"Paper","LAYTON",2013-12-06,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2013,12
"Web","ALTON",2009-07-14,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,242725,"ARIZONA","Highway","No","Yes",2009,7
"Web","WEST VALLEY CITY",2014-03-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2014,3
"Paper","SALT LAKE CITY",1996-05-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",1996,5
"Paper","SALT LAKE CITY",2001-05-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",2001,5
"XML","Salt Lake City",2014-04-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2014,4
"Paper","SALT LAKE CITY",2011-11-01,"CORROSIVE MATERIAL",0,0,0,800,"OHIO","Highway","No","No",2011,11
"Paper","SALT LAKE CITY",1992-08-06,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Rail","No","No",1992,8
"Paper","SALT LAKE CITY",2006-08-11,"CORROSIVE MATERIAL",0,0,0,1500,"NEW YORK","Highway","No","No",2006,8
"Paper","SALT LAKE CITY",2000-10-04,"CORROSIVE MATERIAL",0,0,0,150,"NEW YORK","Highway","No","No",2000,10
"Paper","SALT LAKE CITY",1997-10-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1997,10
"Paper","SALT LAKE CY",1979-06-19,"CORROSIVE MATERIAL",0,0,0,0,"CONNECTICUT","Highway","No","No",1979,6
"Web","SALT LAKE CITY",2007-07-11,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2007,7
"Paper","WEST VALLEY",2001-03-05,"CORROSIVE MATERIAL",0,0,0,440,"CONNECTICUT","Highway","No","No",2001,3
"Paper","SALT LAKE CITY",1981-05-19,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",1981,5
"Paper","SALT LAKE CY",1979-09-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARKANSAS","Highway","No","No",1979,9
"Paper","THIOKOL",1975-01-22,"POISONOUS MATERIALS",0,0,0,0,"NEW JERSEY","Highway","No","No",1975,1
"Paper","SALT LAKE CITY",1997-09-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"GEORGIA","Highway","No","No",1997,9
"Paper","SALT LAKE CITY",1997-07-03,"CORROSIVE MATERIAL",0,0,0,25,"TEXAS","Highway","No","No",1997,7
"Paper","NORTH SALT LAKE",2005-06-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KANSAS","Highway","No","No",2005,6
"Paper","BOUNTIFUL",1989-04-24,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1989,4
"Paper","WEST VALLEY CITY",1997-08-30,"OXIDIZER",0,0,0,450,"MISSISSIPPI","Highway","No","No",1997,8
"Paper","SALT LAKE CITY",1981-07-21,"POISONOUS MATERIALS",0,0,0,0,"ARIZONA","Highway","No","No",1981,7
"Paper","WEST VALLEY CITY",2002-08-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,50,"VIRGINIA","Highway","No","No",2002,8
"Paper","SALT LAKE CITY",1999-03-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Air","No","No",1999,3
"Paper","TREMONTON",1978-12-04,"COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","Yes",1978,12
"Paper","FILLMORE",1972-12-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1972,12
"XML","OREM",2006-07-03,"OXIDIZER",0,0,0,0,"KENTUCKY","Highway","No","No",2006,7
"Paper","SALT LAKE CITY",2000-03-03,"CORROSIVE MATERIAL",0,0,0,0,"LOUISIANA","Highway","No","No",2000,3
"Paper","W JORDAN",1980-06-19,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1980,6
"Paper","Q",1971-09-07,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",1971,9
"Paper","TREMONTON",1979-05-30,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1979,5
"Web","SALT LAKE CITY",2008-08-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,8
"Paper","SALT LAKE CITY",1982-01-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1982,1
"XML","N Salt Lake",2014-07-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2014,7
