"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS 243","WORCESTER","MA",1892,"",344058,10,9223,0,279086,66690,18,0,100251,0,0,6917,127127,-26876,275859,163889,111970,"no","yes","no","no","no"
"PINEVILLE WATER ASSOCIATION","RALEIGH","MS",1968,"",232114,5,0,0,1443548,0,555,231559,232114,0,0,21499,272626,-40512,1385680,522693,862987,"no","yes","no","","no"
"RED FEATHER STORAGE & IRRIGATION CO","Red Feather Lakes","CO",1990,"",323537,135,0,0,879590,315555,7329,653,323537,0,0,37719,623482,-299945,578763,0,578763,"no","yes","no","","no"
"Houtzdale Lodge 327- Loyal Order of Moose Inc","Houtzdale","PA",1929,"",489380,9,0,0,484484,2765,118,486497,489380,40259,0,89941,375356,114024,537015,2933,534082,"no","yes","yes","no","no"
"EASTERN REGION PUBLIC MEDIA","KENSINGTON","MD",1958,"true",198195,9,0,5221,206819,104350,520,93325,198195,0,0,0,213051,-14856,191963,0,191963,"no","yes","no","","no"
"Marion Lodge 889 Loyal Order of Moose","Marion","OH",NA,"",417329,14,0,0,247440,11774,206926,0,266710,14710,0,16888,187001,79709,207289,94289,113000,"no","no","no","no","no"
"SADA Charity Preview Inc","Syracuse","NY",2002,"true",339882,14,0,0,19285,140860,0,199022,339882,199022,0,19950,333837,6045,25330,0,25330,"no","no","no","","no"
"FATHER MURPHY SCHOLARSHIP FUND FMS FUND","ROCHESTER","NY",1989,"true",124005,3,0,0,523326,100,60251,0,60351,32500,0,0,41923,18428,541754,0,541754,"no","no","no","no","no"
"TEAYS VALLEY MANOR INC C/O NATIONAL CHURCH RESIDENCES","COLUMBUS","OH",1984,"true",364845,9,0,0,919255,0,1549,363296,364845,0,0,64172,368624,-3779,1070026,1483150,-413124,"yes","no","yes","yes","no"
"AMVETS POST 44","PLANT CITY","FL",1995,"",254862,7,0,0,267002,9835,637,2370,166503,0,0,0,109939,56564,323566,0,323566,"no","no","no","","no"
"NEW BRAUNFELS ELKS LODGE #2279 INC","NEW BRAUNFELS","TX",1975,"",337855,15,0,0,198972,57317,575,0,165968,0,0,19409,182741,-16773,183352,31882,151470,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF 1701 BPOE","ST MARYS","WV",1946,"",216861,249,0,0,598742,25682,3381,0,166161,0,0,50225,128081,38080,637055,1877,635178,"no","no","no","","no"
"OHIO HIGH SCHOOL FOOTBALL COACHES A C/O PAUL YUNKER","SHERWOOD","OH",NA,"true",302091,5,0,0,302842,8050,10,0,75268,0,0,12500,102820,-27552,130473,0,130473,"no","no","no","","no"
"American Legion Post 9","Brunswick","GA",1919,"",90797,276,2111,0,139331,14351,285,0,39031,0,1827,0,36037,2994,142452,456,141996,"no","no","no","","no"
"GOVERNMENT EMPLOYEES ASSOCIATION INC","CLEVELAND","OH",1965,"",22377398,6,0,0,4471290,0,153250,22013828,22377398,0,21718774,0,22200230,177168,4651353,8308,4643045,"no","yes","no","","no"
"GREG LINDMARK FOUNDATION","ROSCOE","IL",2015,"true",69679,10,0,0,67172,2405,0,0,30740,10500,0,0,15364,15376,82548,0,82548,"no","no","no","","no"
"NORTH SUBURBAN EMERGENCY ASSISTANCE RESPONSE INC","CRYSTAL","MN",1974,"true",582726,26,0,0,1158661,577757,4969,0,582726,0,0,35282,565781,16945,1175938,742,1175196,"no","no","yes","yes","yes"
"BOUCHER APARTMENTS INC","WOONSOCKET","RI",1990,"true",1066812,9,0,0,3016443,22369,385,1041268,1066812,0,0,0,1202346,-135534,2806952,4029372,-1222420,"yes","yes","yes","yes","yes"
"NORTHWEST COMMUNITIES DEVELOPMENT CORPORATION","INDEPENDENCE","MO",1997,"true",468820,10,0,9250,419353,216837,200,251783,468820,0,0,199990,477805,-8985,419691,24950,394741,"no","no","yes","yes","yes"
"Marian Manor Community Corporation","Glen Ullin","ND",1963,"true",6255909,9,0,0,5373282,12122,14226,6229561,6255909,0,0,4962543,6332372,-76463,5157732,487734,4669998,"no","no","yes","yes","yes"
"San Joaquin County Deputy Sheriffs Association","Stockton","CA",1952,"",757573,11,2239,0,917110,691660,46152,0,741381,10967,544278,27600,685982,55399,972509,0,972509,"no","yes","yes","no","no"
"PISGAH CEMETERY ASSOCIATION","MADISON","IN",NA,"",46155,5,0,0,996680,2679,43476,0,46155,0,0,0,19177,26978,1051816,0,1051816,"no","no","no","","no"
"COYOTE CLUB","BAKERSFIELD","CA",NA,"true",208662,3,0,0,446117,10499,9783,16829,41666,0,0,0,185821,-144155,301962,0,301962,"no","no","no","no","no"
"CHICO FRIENDS OF THE BUTTE COUNTY LIBRARY","Chico","CA",1993,"true",136213,13,0,2796,858645,39290,31456,65467,136213,0,0,0,113488,22725,865632,0,865632,"no","yes","no","","no"
"POWERS HOUSING DEVELOPMENT INC","NORTH BEND","OR",1982,"true",289982,3,0,0,698163,0,116,289866,289982,0,0,0,275259,14723,672361,316221,356140,"no","no","no","","no"
"San Joaquin Valley Chapter Young Presidents Organization Inc","Fresno","CA",2005,"",281329,12,0,0,109875,1500,0,279829,281329,0,0,4384,321065,-39736,70139,0,70139,"no","yes","no","no","no"
"DONATE LIFE MARYLAND INC","BALTIMORE","MD",2006,"true",404343,3,0,0,311769,379343,0,25000,404343,0,0,103841,397039,7304,281297,20525,260772,"no","yes","yes","no","yes"
"RALEIGH CIVIC VENTURES INC","RALEIGH","NC",1998,"true",201860,9,0,0,150019,40000,7,161853,201860,0,0,0,198879,2981,130527,19010,111517,"yes","no","yes","no","no"
"POLTAVA CENTER INC C/O RETIREE HOUSING MANAGEMENT INC","BEACHWOOD","OH",1975,"true",550075,4,0,0,1690844,344788,283,205004,550075,0,0,139393,563436,-13361,1684158,3331987,-1647829,"no","no","no","","no"
"COMMUNITY HELPERS AROUND TOWN OF WNY INC","TONAWANDA","NY",2015,"true",12175,5,0,0,20733,12175,0,0,12175,3651,0,0,10029,2146,23399,0,23399,"no","no","yes","yes","no"
"HEARTBEAT OF TOLEDO INC","TOLEDO","OH",1971,"true",722879,14,0,25902,490128,721695,1184,0,671168,0,0,435916,620762,50406,540534,0,540534,"no","no","yes","yes","yes"
"YELLOWSTONE FOREVER","BOZEMAN","MT",2015,"true",18298685,16,0,2900595,21845444,10944625,281476,1672579,15865453,5613726,0,6417860,17497778,-1632325,20103031,1522662,18580369,"no","no","yes","yes","yes"
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF NEBRASKA","LINCOLN","NE",1941,"",401543,10,0,0,824051,216770,24842,28809,373548,15250,0,163101,396478,-22930,815802,85721,730081,"no","no","no","","no"
"ROSELAND DAY CARE CENTER & KINDERGARTEN","CHICAGO","IL",NA,"true",539105,1,0,0,835033,0,242,538863,539105,0,0,465976,697248,-158143,676890,0,676890,"no","no","no","no","no"
"FRIENDS OF SAX-ZIM BOG","DULUTH","MN",2011,"true",275375,6,0,0,460087,240414,0,12345,264332,0,0,81164,144125,120207,578460,67251,511209,"no","no","no","","no"
"FELTON COMMUNITY FIRE COMPANY INC","FELTON","DE",1940,"true",1506653,14,0,42030,4074359,625090,57686,409794,1181877,0,67514,455623,1082525,99352,4211499,272035,3939464,"no","yes","no","","no"
"SERTOMA CENTERS MY LIFE FOUNDATION INC","KNOXVILLE","TN",1998,"true",508278,23,0,0,4526888,262326,19011,19350,466043,569945,0,0,797146,-331103,4254112,54745,4199367,"no","no","yes","yes","yes"
"RINGWOOD CHRISTIAN SCHOOL INC","RINGWOOD","NJ",1990,"true",603179,6,0,0,342910,226344,10886,365949,603179,0,0,576843,665631,-62452,280458,0,280458,"no","no","no","","no"
"Mississippi Association of School","Petal","MS",1970,"",257817,10,0,0,588711,14370,991,236953,257817,0,0,82419,267187,-9370,576286,9299,566987,"no","no","no","","no"
"Disabled American Veterans Birmingham Hospital Chapter 73","Woodland Hills","CA",1946,"",251183,6,0,0,869862,2570,0,4529,251183,0,0,0,222961,28222,898084,0,898084,"no","yes","no","no","no"
"ATLANTIC CITY BALLET","ATLANTIC CITY","NJ",1982,"true",325420,15,0,1300,14744,117267,0,208153,325420,0,0,183121,368974,-43554,12923,49890,-36967,"no","no","yes","no","no"
"KAMIAKIN BOOSTER CLUB","KENNEWICK","WA",2010,"true",212123,4,0,19821,184745,33641,35,105610,208040,0,144971,25100,200007,8033,192778,0,192778,"no","no","yes","no","no"
"PRATT COMMUNITY VOLUNTEER FIRE DEPARTMENT INC","PRATT","WV",1954,"true",607268,15,0,886,140619,122893,478515,5860,607268,0,0,0,121506,485762,623619,50897,572722,"no","no","yes","no","no"
"LANCASTER ELKS LODGE 1625","LANCASTER","CA",NA,"",347671,3,15091,0,371605,17304,101,330266,347671,0,0,36132,347047,624,364478,42908,321570,"no","no","no","no","no"
"JOHN M REED HOME FOR THE AGED","LIMESTONE","TN",1958,"true",2591389,15,0,0,1752890,0,900452,20,900472,0,0,0,134174,766298,42479,0,42479,"no","no","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA JUNEAU LODGE NO 420","JUNEAU","AK",1998,"",311019,11,5234,0,1040401,51122,8264,0,65761,24000,0,5408,97629,-31868,980002,41178,938824,"no","yes","no","","no"
"Sherman Aten Ministries Inc","Grandbury","TX",1990,"true",157989,10,0,0,11248,157989,0,0,157989,0,0,81286,162353,-4364,6190,0,6190,"no","no","no","no","no"
"SUFFOLK COUNTY ELECTRICAL CONTRACTORS ASSOCIATION INC","SMITHTOWN","NY",1986,"",90410,14,23666,0,268974,29280,3301,0,56261,0,0,0,66291,-10030,258944,0,258944,"no","yes","no","","no"
"ALBUQUERQUE CENTER FOR HOPE AND RECOVERY INC","ALBUQUERQUE","NM",2012,"true",384532,5,0,0,23192,0,113,384419,384532,0,0,158877,330930,53602,76769,2154,74615,"no","no","yes","no","yes"
"BILLY GRAY MINISTRIES INC","MIRAMAR BEACH","FL",1998,"true",246149,0,0,0,250995,184979,670,0,232663,0,0,50000,170471,62192,313187,0,313187,"no","no","no","","no"
"MEMORIAL HOME ASSN NEW SEWICKLEY TWP MEMORIAL","ROCHESTER","PA",1954,"",224929,10,4894,0,509613,2970,1080,219775,224929,0,0,0,213258,11671,521008,1915,519093,"no","yes","yes","yes","yes"
"MAYWOOD MUTUAL WATER COMPANY NO1","Huntington Park","CA",1917,"",1372000,6,0,0,2267629,0,74,1336001,1368298,0,0,380698,1518346,-150048,2101246,288738,1812508,"no","yes","no","","no"
"Hopewell Museum","Hopewell","NJ",1922,"true",23824,12,0,0,1503974,3993,19831,0,23824,0,0,25897,68087,-44263,1482228,0,1482228,"no","no","no","","no"
"HORACE STAPLES TRUST","WESTPORT","CT",NA,"",233171,0,0,0,708358,0,19004,0,19004,24936,0,3000,29449,-10445,698401,0,698401,"no","no","no","","no"
"Fraternal Order of Eagles AERIE 3842 Inc","Pacific","MO",1981,"",1046845,5,0,0,673521,28884,55,0,214035,0,0,0,171999,42036,711383,3238,708145,"no","no","no","no","no"
"Benevolent & Protective Order of Elks #2169","Troy","MI",1971,"",259898,9,0,0,1078211,12143,55,0,95240,0,0,25327,95688,-448,1089068,15399,1073669,"no","no","yes","yes","yes"
"GROSSE POINTE THEATRE INC","GROSSE POINTE","MI",1948,"true",825898,13,0,0,631190,177446,35911,258864,472221,0,0,73379,467680,4541,614753,40803,573950,"no","yes","no","","no"
"TEXAS ALLIANCE FOR LIFE INC","AUSTIN","TX",NA,"",233664,17,2367,26999,13475,209382,0,0,188881,0,0,96118,149279,39602,34984,7224,27760,"no","no","no","no","no"
"NASHVILLEHEALTH","NASHVILLE","TN",2016,"true",621589,19,0,0,223612,621589,0,0,621589,0,0,234235,529615,91974,529352,289288,240064,"no","no","no","","no"
"Winegrape Growers of America","Washington","DC",1985,"",44773,17,0,0,40060,0,11,44762,44773,0,0,0,50650,-5877,34183,0,34183,"no","no","yes","yes","yes"
"TWO HUNDRED SEVENTY-TWO TO TWO HUNDRED EIGHTY LINWOOD AVENUE INC","BUFFALO","NY",1974,"true",1399028,10,0,0,5942237,425587,2341,932399,1399028,0,0,306181,1091301,307727,8110755,7500849,609906,"no","no","yes","yes","yes"
"Corona Symphony Orchestra","Corona","CA",2008,"true",94534,4,0,0,28980,21281,0,73253,94534,0,0,0,94902,-368,28612,0,28612,"no","no","no","no","no"
"ANAMNIKAYA ASSOCIATION","PASADENA","CA",2011,"true",37944,2,0,0,501021,37944,0,0,37944,0,0,0,35042,2902,503923,373700,130223,"no","no","no","no","no"
"STARS UNITED SC","CRANBERRY TOWNSHIP","PA",2013,"true",50,0,0,0,55493,50,0,0,50,49262,0,0,55543,-55493,0,0,0,"no","yes","yes","yes","yes"
"WESTERN POLITICAL SCIENCE ASSOCIATION","SACRAMENTO","CA",1995,"true",323139,26,0,13036,891608,153668,9601,0,261510,0,0,125663,217662,43848,1023873,129945,893928,"no","yes","no","no","no"
"CENTER FOR RESPITE CARE INC","CINCINNATI","OH",2005,"true",1035427,18,0,102618,2155580,937828,33265,0,1035427,0,0,787353,1326353,-290926,1976905,179273,1797632,"no","no","yes","yes","yes"
"PALOMA DEL SOL ASSOCIATION","SAN DIEGO","CA",1991,"",2574822,6,0,0,2548702,0,15542,2559280,2574822,0,0,68830,2527441,47381,2624875,217041,2407834,"yes","yes","no","","no"
"MOTHER HULL HOME INC","KEARNEY","NE",1923,"true",8067692,7,0,0,4700257,2433,62673,4320548,4425378,0,0,3037849,4266800,158578,4870266,281172,4589094,"no","no","yes","no","yes"
"AMERICAN ACCOUNTING ASSOCIATION","LAKEWOOD RANCH","FL",1935,"true",11177734,12,265019,0,10779369,2239191,23456,8915087,11177734,235248,0,3117081,10100281,1077453,11669778,4238694,7431084,"no","yes","yes","yes","yes"
"PERU MOOSE LODGE NO 249 LOYAL ORDER OF MOOSE INC","PERU","IN",1945,"",457838,7,0,0,955942,0,0,10260,186375,2000,0,58972,169998,16377,958683,102955,855728,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS USA 385","TUCSON","AZ",1984,"",612549,17,1429,0,2484689,61622,73818,4496,215322,0,0,68936,228766,-13444,2469635,28141,2441494,"no","no","no","","no"
"CARE AFTER SCHOOL INC","COLUMBUS","OH",1984,"",1521973,7,0,0,1338639,0,17369,1504604,1521973,2000,884,1137453,1409739,112234,1456160,1431,1454729,"no","no","yes","yes","yes"
"AAGUS Incorporated","Winston Salem","NC",1886,"",290650,5,0,0,NA,68000,0,222650,290650,0,0,0,235743,54907,397533,0,397533,"no","yes","no","","no"
"L & J NURSERY INC","ABERDEEN","MS",2000,"true",198457,4,0,0,43073,0,0,198457,198457,0,0,159584,243587,-45130,32139,128875,-96736,"no","no","no","","no"
"CDP NORTH AMERICA INC","NEW YORK","NY",2011,"true",10467400,5,0,357700,3539565,6402953,105,4064342,10467400,442995,0,4168789,7310038,3157362,7274616,2803694,4470922,"yes","no","yes","yes","yes"
"HISTORICAL SOCIETY OF HADDONFIELD","HADDONFIELD","NJ",1914,"true",537384,19,0,0,2308636,433175,83723,20486,537384,0,0,45522,121908,415476,2723406,0,2723406,"no","yes","yes","yes","yes"
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION INC MEMPHIS CHAPTER","CORDOVA","TN",NA,"",528373,18,0,0,989654,0,41665,486708,528373,0,0,198325,396036,132337,1121866,0,1121866,"no","no","no","","no"
"PHI EPSILON OF KAPPA DELTA HOUSE CORP","FORT COLLINS","CO",2008,"",440470,4,0,0,NA,0,64,440406,440470,0,0,48480,358050,82420,0,0,0,"no","yes","yes","yes","no"
"BULLHEAD CITY LODGE 1860 LOYAL ORDER OF MOOSE","BULLHEAD CITY","AZ",1977,"",283296,8,0,5225,247663,42987,0,0,181467,0,0,81755,224754,-43287,254880,1675,253205,"no","no","no","","no"
"NATIONAL LABOR RELATIONS BOARD UNION C/O JESSICA GIBSON TREASURER","MILWAUKEE","WI",1964,"",217785,6,0,0,702131,0,2231,211134,217785,0,0,5465,232680,-14895,687236,0,687236,"no","no","yes","no","no"
"AMERICAN FEED INDUSTRY ASSOCIATION INC","ARLINGTON","VA",1909,"",7023644,49,18300,0,8282077,0,302282,5551292,5930239,0,0,3147516,4945475,984764,9992398,2289876,7702522,"no","yes","yes","yes","yes"
"FREEPORT ROTARY FOUNDATION INC","FREEPORT","IL",NA,"true",209187,0,0,0,20060,209124,63,0,209187,8592,0,0,10045,199142,219202,0,219202,"no","no","no","","no"
"Tennessee High School Band Boosters","Bristol","TN",2008,"true",162093,10,0,0,15904,48885,31,52169,134692,0,0,39054,139748,-5056,10848,0,10848,"no","no","yes","yes","no"
"MEDIATION WEST","SCOTTSBLUFF","NE",1991,"true",243592,11,0,0,60873,177347,112,62522,243592,0,0,189992,277007,-33415,27592,134,27458,"no","no","yes","yes","no"
"FEDKIDS INC","New York","NY",2000,"true",11465,5,0,0,317058,10637,828,0,11465,0,0,0,9379,2086,319144,0,319144,"no","no","no","","no"
"Washington Explorer Search and Rescue Pierce County Unit","Tacoma","WA",1979,"true",32877,7,0,0,64374,8556,97,24224,32877,0,0,0,39331,-6454,57920,0,57920,"no","no","no","no","no"
"Maggie Valley Fire and Rescue Inc","Maggie Valley","NC",1959,"",700468,12,0,0,2115724,1175,1025,688511,700468,0,0,426062,699726,742,2060378,157085,1903293,"no","no","no","","no"
"CONNECTICUT NORTHERN LIGHTS GIRLS SPORTS INC","WETHERSFIELD","CT",NA,"true",434201,13,0,0,71379,0,0,420740,427347,0,0,0,421287,6060,88802,40169,48633,"no","no","yes","yes","yes"
"YCC FOUNDATION","OGDEN","UT",1997,"true",43849,7,0,0,1115053,0,43849,0,43849,0,0,0,11554,32295,1184204,0,1184204,"no","no","no","","no"
"ACTF MANAGEMENT LTD","WENATCHEE","WA",2001,"true",1068181,8,99,0,368158,367832,99,686100,1068181,0,0,0,1052443,15738,383896,0,383896,"no","no","no","","no"
"MORGAN LANE HOUSING INC","COLUMBIA","SC",2004,"true",106007,6,0,0,1077627,70050,37,34742,106007,0,0,0,142853,-36846,1036004,1453089,-417085,"yes","no","yes","yes","yes"
"UNITED ASSOC OF JOURNEYMEN & APPREN OF PLUMBING & PIPE","GULFPORT","MS",1937,"",687011,12,0,0,946117,119761,3298,490143,687011,0,0,343666,614292,72719,988308,1204,987104,"no","yes","no","","no"
"WESTVIEW SERVICES INC","ANAHEIM","CA",1986,"true",22145074,4,0,0,37673205,14314048,1176433,218078,15736151,0,0,11695800,15001371,734780,38609165,1667542,36941623,"no","no","no","no","yes"
"Council for Tribal Employment Rights","Spokane","WA",1978,"true",302655,5,0,0,203798,77000,8,225647,302655,0,0,70732,324626,-21971,194243,82740,111503,"no","no","no","no","no"
"MANUFACTURER & BUSINESS ASSOCIATION","ERIE","PA",1905,"",5873741,13,938942,0,10134892,0,462370,2868453,3500632,0,0,2284574,3569653,-69021,10325016,1375143,8949873,"no","yes","yes","yes","yes"
"PTA PENNSYLVANIA CONGRESS","HARRISBURG","PA",1899,"true",254674,13,0,0,737400,145459,23711,19179,187703,0,0,51393,186941,762,748815,16691,732124,"no","yes","yes","yes","yes"
"Kankakee Lodge 802 Loyal Order of Moose","Bradley","IL",1912,"",107593,7,0,0,246470,21012,13,71068,101993,0,0,0,142831,-40838,196279,311587,-115308,"no","yes","no","no","no"
"VIRGINIA REBEKAH AID ASSOCIATION","LURAY","VA",1981,"",17155,6,0,0,684415,0,3415,13740,17155,0,80450,0,91606,-74451,609964,0,609964,"no","yes","no","","no"
"Genesee Figure Skating Club Inc","Rochester","NY",1954,"true",148703,13,0,2215,74277,15691,342,126495,144031,0,0,0,109984,34047,113332,11551,101781,"no","yes","no","","no"
"GILLETTE LODGE NO 1957","GILLETTE","WY",1977,"",157158,8,0,0,340459,5180,0,0,92996,0,0,54550,120649,-27653,318550,18631,299919,"no","no","no","","no"
"IOWA STATE BAR ASSOCIATION","DES MOINES","IA",1874,"",3491401,45,115088,0,7103382,59454,120534,2687520,3193668,37992,0,1295564,2967939,225729,7261337,1470317,5791020,"no","yes","yes","yes","yes"
"JENKINS EARLY CHILDHOOD CENTER INC","LANCASTER","PA",1999,"true",226513,5,0,0,87229,6658,27,212990,223915,0,0,139143,188773,35142,129069,36698,92371,"no","no","yes","yes","yes"
"SUNCOAST CHAPTER OF THE NATIONAL ACADEMY OF TV ARTS & SCIENCES","PEMBROKE PINES","FL",NA,"",716295,20,0,0,1088641,0,415,715880,716295,0,0,81186,610507,105788,1194595,2080,1192515,"no","no","no","","no"
"NATHANIEL ADAMS BLANCHARD POST NO 1040","DELMAR","NY",1931,"",493845,10,0,0,241476,15390,869,30157,147582,6433,0,2258,95749,51833,300665,16905,283760,"no","no","no","","no"
"MIDDLEBURG VOLUNTEER FIRE DEPT INC","MIDDLEBURG","VA",NA,"true",92,5,0,0,13150,80,12,0,92,10704,0,0,13242,-13150,0,0,0,"no","no","no","","no"
"ALBERT LEA CIVIC MUSIC ASSOCIATION","ALBERT LEA","MN",1949,"true",28375,15,0,0,744550,3205,7406,17764,28375,14805,0,0,59832,-31457,765198,0,765198,"no","no","no","","no"
"WILMINGTON YOUTH HOCKEY ASSOCIATION INC","WILMINGTON","MA",2005,"true",359602,16,0,0,77232,11672,7,325255,350967,3300,0,0,384516,-33549,46183,5700,40483,"no","no","no","","no"
"SNHS RAYMOND ELDERLY HOUSING INC","MANCHESTER","NH",1996,"true",224055,7,0,0,1239884,0,24,224031,224055,0,0,59152,240661,-16606,1243106,1830875,-587769,"no","no","yes","yes","yes"
"COMMUNITY STUDIES INC","NEW YORK","NY",1978,"true",811019,2,0,0,269856,810899,0,0,811019,0,0,531150,650803,160216,430072,41201,388871,"no","yes","no","","no"
"TAX-AID","SAN FRANCISCO","CA",1988,"true",290005,9,0,51321,308815,288256,1374,0,289830,0,0,195208,295355,-5525,294773,2685,292088,"no","no","yes","yes","yes"
"ZETA PSI FRATERNITY C/O ROBERT GUNZENHAUSER","BRYN MAWR","PA",NA,"",65474,0,0,0,23688,0,0,65474,65474,0,0,0,69773,-4299,19389,0,19389,"no","no","no","","no"
"OPPORTUNITY KNOCKS INC","HAMILTON","NJ",1999,"true",2854667,4,0,0,1624232,2554954,0,298378,2854667,0,0,2196874,2857162,-2495,0,0,0,"no","yes","yes","yes","yes"
"OCTORARO WATERSHED ASSOCIATION","NOTTINGHAM","PA",1967,"true",41163,9,0,2794,102511,39439,1724,0,41163,0,0,0,36603,4560,111456,0,111456,"no","no","yes","yes","yes"
"MAC TRAILER ENTERPRISES INC VEBA","ALLIANCE","OH",2007,"",6599899,1,0,0,2731554,0,11118,6588781,6599899,0,6086897,653805,7467542,-867643,1432911,0,1432911,"no","no","no","","no"
"OSBORN SCHOOL DISTRICT EDUCATIONAL FOUNDATION","PHOENIX","AZ",1986,"true",76564,12,0,16213,102049,76320,244,0,76564,23037,0,0,40571,35993,137819,0,137819,"no","no","yes","yes","no"
"TOOELE MOOSE LODGE 2031","TOOELE","UT",1950,"",124127,5,0,0,35769,0,0,0,124127,0,0,57620,124715,-588,35090,2460,32630,"no","no","no","","no"
"Passion for Learning Inc","Silver Spring","MD",2004,"true",249350,11,0,813,184431,249350,0,0,249350,0,0,96976,240572,8778,200045,17563,182482,"no","no","yes","yes","no"
"HISTORICAL SOCIETY OF THE TOWN OF WARWICK","WARWICK","NY",1915,"true",315570,15,0,0,2475626,168085,4772,1381,223192,0,0,91686,205144,18048,2496603,102500,2394103,"no","no","yes","yes","yes"
"SPRING RIVER HOME HEALTH AGENCY INC","SALEM","AR",1981,"true",2620476,5,0,0,1303106,0,11427,2609049,2620476,0,0,1427203,2454736,165740,1472331,16868,1455463,"no","no","no","no","no"
"DELAND LODGE 1126 LOYAL ORDER MOOSE","DELAND","FL",1980,"",182558,7,0,0,267728,55050,0,0,129373,1996,0,29520,138709,-9336,252246,141341,110905,"no","yes","no","no","no"
"BENEVOLENT & PROTECTIVE ORDER","MORRISTOWN","TN",1994,"",313535,13,0,0,414111,0,162,56330,228940,0,0,65511,221070,7870,419462,27483,391979,"no","no","no","","no"
"Aberdeen Development Corporation","Aberdeen","SD",1955,"",6199452,14,0,0,32240255,443297,35943,2548018,3030298,68506,0,503663,12649744,-9619446,24070300,14249059,9821241,"no","no","yes","yes","no"
